0.00,137.50
25.00,137.50
50.00,137.50
75.00,137.50
100.00,137.50
125.00,137.50
150.00,137.50
175.00,137.50
200.00,137.50
225.00,137.50
250.00,137.50
275.00,137.50
300.00,137.50
325.00,137.50
350.00,137.50
375.00,137.50
400.00,137.50
425.00,137.50
450.00,137.50
475.00,137.50
500.00,137.50
525.00,137.50
550.00,137.50
575.00,137.50
600.00,137.50
625.00,137.50
650.00,137.50
675.00,137.50
700.00,137.50
725.00,137.50
750.00,137.50
775.00,137.50
800.00,137.50
825.00,137.50
850.00,137.50
875.00,137.50
900.00,137.50
925.00,137.50
950.00,137.50
975.00,137.50
1000.00,137.50
1025.00,137.50
1050.00,137.50
1075.00,137.50
1100.00,137.50
1125.00,137.50
1150.00,137.50
1175.00,137.50
1200.00,137.50
1225.00,137.50
1250.00,137.50
1275.00,137.50
1300.00,137.50
1325.00,137.50
1350.00,137.50
1375.00,137.50
1400.00,137.50
1425.00,137.50
1450.00,137.50
1475.00,137.50
1500.00,137.50
1525.00,137.50
1550.00,137.50
1575.00,137.50
1600.00,137.50
1625.00,137.50
1650.00,137.50
1675.00,137.50
1700.00,125.00
1725.00,125.00
1750.00,125.00
1775.00,125.00
1800.00,125.00
1825.00,125.00
1850.00,125.00
1875.00,125.00
1900.00,125.00
1925.00,112.50
1950.00,112.50
1975.00,112.50
2000.00,112.50
2025.00,100.00
2050.00,100.00
2075.00,100.00
2100.00,100.00
2125.00,100.00
2150.00,100.00
2175.00,100.00
2200.00,100.00
2225.00,100.00
2250.00,100.00
2275.00,87.50
2300.00,87.50
2325.00,87.50
2350.00,87.50
2375.00,87.50
2400.00,87.50
2425.00,87.50
2450.00,87.50
2475.00,87.50
2500.00,87.50
2525.00,75.00
2550.00,75.00
2575.00,75.00
2600.00,75.00
2625.00,75.00
2650.00,75.00
2675.00,75.00
2700.00,75.00
2725.00,75.00
2750.00,75.00
2775.00,62.50
2800.00,62.50
2825.00,62.50
2850.00,62.50
2875.00,62.50
2900.00,62.50
2925.00,62.50
2950.00,50.00
2975.00,50.00
3000.00,50.00
3025.00,50.00
3050.00,50.00
3075.00,50.00
3100.00,50.00
3125.00,50.00
3150.00,50.00
3175.00,50.00
3200.00,37.50
3225.00,37.50
3250.00,37.50
3275.00,37.50
3300.00,37.50
3325.00,37.50
3350.00,37.50
3375.00,37.50
3400.00,37.50
3425.00,37.50
3450.00,37.50
3475.00,37.50
3500.00,37.50
3525.00,37.50
3550.00,25.00
3575.00,25.00
3600.00,25.00
3625.00,25.00
3650.00,25.00
3675.00,25.00
3700.00,25.00
3725.00,25.00
3750.00,25.00
3775.00,25.00
3800.00,25.00
3825.00,25.00
3850.00,25.00
3875.00,25.00
3900.00,25.00
3925.00,25.00
3950.00,25.00
3975.00,25.00
4000.00,25.00
4025.00,25.00
4050.00,25.00
4075.00,25.00
4100.00,25.00
4125.00,25.00
4150.00,25.00
4175.00,25.00
4200.00,25.00
4225.00,25.00
4250.00,25.00
4275.00,25.00
4300.00,25.00
4325.00,25.00
4350.00,25.00
4375.00,25.00
4400.00,25.00
4425.00,25.00
4450.00,25.00
4475.00,25.00
4500.00,25.00
4525.00,25.00
4550.00,25.00
4575.00,25.00
4600.00,25.00
4625.00,25.00
4650.00,25.00
4675.00,25.00
4700.00,25.00
4725.00,25.00
4750.00,25.00
4775.00,25.00
4800.00,25.00
4825.00,25.00
4850.00,25.00
4875.00,25.00
4900.00,25.00
4925.00,25.00
4950.00,25.00
4975.00,37.50
5000.00,37.50
5025.00,37.50
5050.00,37.50
5075.00,37.50
5100.00,37.50
5125.00,37.50
5150.00,37.50
5175.00,37.50
5200.00,37.50
5225.00,37.50
5250.00,37.50
5275.00,37.50
5300.00,37.50
5325.00,37.50
5350.00,37.50
5375.00,50.00
5400.00,50.00
5425.00,50.00
5450.00,50.00
5475.00,50.00
5500.00,50.00
5525.00,50.00
5550.00,50.00
5575.00,50.00
5600.00,50.00
5625.00,62.50
5650.00,62.50
5675.00,62.50
5700.00,62.50
5725.00,62.50
5750.00,62.50
5775.00,62.50
5800.00,62.50
5825.00,62.50
5850.00,75.00
5875.00,75.00
5900.00,75.00
5925.00,75.00
5950.00,75.00
5975.00,87.50
6000.00,87.50
6025.00,87.50
6050.00,87.50
6075.00,87.50
6100.00,87.50
6125.00,100.00
6150.00,100.00
6175.00,100.00
6200.00,100.00
6225.00,100.00
6250.00,112.50
6275.00,112.50
6300.00,112.50
6325.00,112.50
6350.00,112.50
6375.00,112.50
6400.00,112.50
6425.00,112.50
6450.00,112.50
6475.00,112.50
6500.00,112.50
6525.00,112.50
6550.00,112.50
6575.00,112.50
6600.00,112.50
6625.00,112.50
6650.00,112.50
6675.00,112.50
6700.00,112.50
6725.00,112.50
6750.00,112.50
6775.00,112.50
6800.00,112.50
6825.00,112.50
6850.00,100.00
6875.00,100.00
6900.00,100.00
6925.00,100.00
6950.00,100.00
6975.00,100.00
7000.00,100.00
7025.00,100.00
7050.00,100.00
7075.00,100.00
7100.00,100.00
7125.00,100.00
7150.00,100.00
7175.00,100.00
7200.00,100.00
7225.00,100.00
7250.00,100.00
7275.00,100.00
7300.00,100.00
7325.00,100.00
7350.00,100.00
7375.00,112.50
7400.00,112.50
7425.00,112.50
7450.00,112.50
7475.00,112.50
7500.00,112.50
7525.00,112.50
7550.00,112.50
7575.00,112.50
7600.00,112.50
7625.00,112.50
7650.00,112.50
7675.00,112.50
7700.00,112.50
7725.00,112.50
7750.00,112.50
7775.00,112.50
7800.00,112.50
7825.00,112.50
7850.00,112.50
7875.00,112.50
7900.00,112.50
7925.00,112.50
7950.00,112.50
7975.00,112.50
8000.00,112.50
8025.00,112.50
8050.00,112.50
8075.00,112.50
8100.00,112.50
8125.00,112.50
8150.00,112.50
8175.00,100.00
8200.00,100.00
8225.00,100.00
8250.00,100.00
8275.00,100.00
8300.00,100.00
8325.00,100.00
8350.00,100.00
8375.00,100.00
8400.00,100.00
8425.00,100.00
8450.00,100.00
8475.00,100.00
8500.00,100.00
8525.00,100.00
8550.00,100.00
8575.00,100.00
8600.00,100.00
8625.00,100.00
8650.00,100.00
8675.00,100.00
8700.00,100.00
8725.00,100.00
8750.00,100.00
8775.00,100.00
8800.00,100.00
8825.00,100.00
8850.00,100.00
8875.00,100.00
8900.00,100.00
8925.00,100.00
8950.00,100.00
8975.00,100.00
9000.00,100.00
9025.00,100.00
9050.00,100.00
9075.00,100.00
9100.00,100.00
9125.00,100.00
9150.00,100.00
9175.00,100.00
9200.00,100.00
9225.00,100.00
9250.00,100.00
9275.00,100.00
9300.00,100.00
9325.00,100.00
9350.00,100.00
9375.00,100.00
9400.00,100.00
9425.00,100.00
9450.00,100.00
9475.00,100.00
9500.00,100.00
9525.00,100.00
9550.00,100.00
9575.00,100.00
9600.00,100.00
9625.00,100.00
9650.00,100.00
9675.00,100.00
9700.00,100.00
9725.00,100.00
9750.00,100.00
9775.00,100.00
9800.00,100.00
9825.00,100.00
9850.00,100.00
9875.00,100.00
9900.00,100.00
9925.00,100.00
9950.00,100.00
9975.00,100.00
10000.00,100.00
10025.00,100.00
10050.00,100.00
10075.00,100.00
10100.00,100.00
10125.00,100.00
10150.00,100.00
10175.00,100.00
10200.00,100.00
10225.00,100.00
10250.00,100.00
10275.00,100.00
10300.00,112.50
10325.00,112.50
10350.00,112.50
10375.00,112.50
10400.00,112.50
10425.00,112.50
10450.00,112.50
10475.00,112.50
10500.00,112.50
10525.00,112.50
10550.00,112.50
10575.00,112.50
10600.00,100.00
10625.00,100.00
10650.00,100.00
10675.00,100.00
10700.00,100.00
10725.00,100.00
10750.00,100.00
10775.00,100.00
10800.00,100.00
10825.00,100.00
10850.00,100.00
10875.00,100.00
10900.00,100.00
10925.00,100.00
10950.00,100.00
10975.00,100.00
11000.00,100.00
11025.00,100.00
